Note,Score_duration,Time-Signature,Movement,Measure,Repeated
B4,0.25,3/4,2,41,0
C5,0.25,3/4,2,41,0
D5,0.5,3/4,2,41,0
F4,0.5,3/4,2,41,0
E♭4,0.5,3/4,2,41,0
C5,0.5,3/4,2,41,0
F4,0.5,3/4,2,42,0
D5,0.5,3/4,2,42,0
E♭4,0.5,3/4,2,42,0
C5,0.5,3/4,2,42,0
D4,0.5,3/4,2,42,0
B4,0.5,3/4,2,42,0
E♭4,0.5,3/4,2,43,0
C5,0.25,3/4,2,43,0
B4,0.25,3/4,2,43,0
C5,0.5,3/4,2,43,0
A4,0.5,3/4,2,43,0
B♭4,0.5,3/4,2,43,0
G4,0.5,3/4,2,43,0
D5,0.25,3/4,2,44,0
E5,0.25,3/4,2,44,0
F♯5,0.25,3/4,2,44,0
G5,0.25,3/4,2,44,0
A5,0.5,3/4,2,44,0
C5,0.5,3/4,2,44,0
B♭4,0.5,3/4,2,44,0
G5,0.5,3/4,2,44,0
C5,0.5,3/4,2,45,0
A5,0.5,3/4,2,45,0
B♭4,0.5,3/4,2,45,0
G5,0.5,3/4,2,45,0
A4,0.5,3/4,2,45,0
F♯5,0.5,3/4,2,45,0
B♭4,0.5,3/4,2,46,0
G5,0.25,3/4,2,46,0
F♯5,0.25,3/4,2,46,0
G5,0.5,3/4,2,46,0
E5,0.5,3/4,2,46,0
E5,0.5,3/4,2,46,0
F5,0.5,3/4,2,46,0
0,0.5,3/4,2,47,0
E♭5,0.25,3/4,2,47,0
D5,0.25,3/4,2,47,0
E♭5,0.5,3/4,2,47,0
C♯5,0.5,3/4,2,47,0
C♯5,0.5,3/4,2,47,0
D5,0.5,3/4,2,47,0
0,0.5,3/4,2,48,0
B♭5,0.25,3/4,2,48,0
A5,0.25,3/4,2,48,0
B♭5,0.5,3/4,2,48,0
G5,0.5,3/4,2,48,0
A♭5,0.5,3/4,2,48,0
C5,0.5,3/4,2,48,0
F♯5,0.5,3/4,2,49,0
D5,0.5,3/4,2,49,0
B♭4,0.5,3/4,2,49,0
A4,0.25,3/4,2,49,0
G4,0.25,3/4,2,49,0
D4,0.5,3/4,2,49,0
F♯5,0.5,3/4,2,49,0
G4,0.25,3/4,2,50,0
F5,0.25,3/4,2,50,0
E♭5,0.25,3/4,2,50,0
D5,0.25,3/4,2,50,0
E♭5,0.5,3/4,2,50,0
C6,0.5,3/4,2,50,0
D5,0.5,3/4,2,50,0
B5,0.5,3/4,2,50,0
C5,0.25,3/4,2,51,0
B♭5,0.25,3/4,2,51,0
A5,0.25,3/4,2,51,0
G5,0.25,3/4,2,51,0
A5,0.5,3/4,2,51,0
G5,0.25,3/4,2,51,0
F5,0.25,3/4,2,51,0
C5,0.5,3/4,2,51,0
E5,0.5,3/4,2,51,0
F4,0.25,3/4,2,52,0
E♭5,0.25,3/4,2,52,0
D5,0.25,3/4,2,52,0
C5,0.25,3/4,2,52,0
D5,0.5,3/4,2,52,0
B♭5,0.5,3/4,2,52,0
C5,0.5,3/4,2,52,0
A5,0.5,3/4,2,52,0
B♭4,0.5,3/4,2,53,0
F5,1.0,3/4,2,53,0
G5,1.0,3/4,2,53,0
B♭4,0.5,3/4,2,53,0
A4,0.25,3/4,2,54,0
C5,0.25,3/4,2,54,0
A4,0.25,3/4,2,54,0
F4,0.25,3/4,2,54,0
A4,0.25,3/4,2,54,0
C5,0.25,3/4,2,54,0
A4,0.25,3/4,2,54,0
F4,0.25,3/4,2,54,0
A4,0.25,3/4,2,54,0
C5,0.25,3/4,2,54,0
A4,0.25,3/4,2,54,0
F4,0.25,3/4,2,54,0
B♭4,0.5,3/4,2,55,0
F5,1.0,3/4,2,55,0
G5,1.0,3/4,2,55,0
B♭4,0.5,3/4,2,55,0
A4,0.25,3/4,2,56,0
C5,0.25,3/4,2,56,0
A4,0.25,3/4,2,56,0
F4,0.25,3/4,2,56,0
C5,0.5,3/4,2,56,0
F4,0.5,3/4,2,56,0
0,0.5,3/4,2,56,0
E♭4,0.5,3/4,2,56,0
D4,0.5,3/4,2,57,0
F5,0.5,3/4,2,57,0
E♭4,0.5,3/4,2,57,0
G5,0.5,3/4,2,57,0
F4,0.5,3/4,2,57,0
D5,0.5,3/4,2,57,0
G4,0.5,3/4,2,58,0
E♭5,0.25,3/4,2,58,0
D5,0.25,3/4,2,58,0
E♭5,0.5,3/4,2,58,0
G4,0.5,3/4,2,58,0
F4,0.5,3/4,2,58,0
G4,0.25,3/4,2,58,0
F4,0.25,3/4,2,58,0
E4,0.5,3/4,2,59,0
G5,0.5,3/4,2,59,0
F4,0.5,3/4,2,59,0
A5,0.5,3/4,2,59,0
G4,0.5,3/4,2,59,0
E5,0.5,3/4,2,59,0
A4,0.5,3/4,2,60,0
F5,0.25,3/4,2,60,0
E5,0.25,3/4,2,60,0
F5,0.5,3/4,2,60,0
A4,0.5,3/4,2,60,0
B♭4,0.5,3/4,2,60,0
D5,0.5,3/4,2,60,0
G4,0.5,3/4,2,61,0
E♭5,0.5,3/4,2,61,0
F4,0.5,3/4,2,61,0
D5,0.5,3/4,2,61,0
D4,0.5,3/4,2,61,0
F5,0.5,3/4,2,61,0
E♭4,0.5,3/4,2,62,0
G5,0.5,3/4,2,62,0
D4,0.5,3/4,2,62,0
F5,0.5,3/4,2,62,0
G4,0.5,3/4,2,62,0
B♭5,0.5,3/4,2,62,0
F4,0.5,3/4,2,63,0
A5,0.5,3/4,2,63,0
A4,0.5,3/4,2,63,0
E♭5,0.5,3/4,2,63,0
B♭4,0.5,3/4,2,63,0
D5,0.5,3/4,2,63,0
E♭4,0.5,3/4,2,64,0
C5,0.5,3/4,2,64,0
D4,0.5,3/4,2,64,0
B♭4,0.5,3/4,2,64,0
F4,0.5,3/4,2,64,0
A4,0.5,3/4,2,64,0
0,0.5,3/4,2,65,0
B♭4,0.25,3/4,2,65,0
A4,0.25,3/4,2,65,0
B♭4,0.25,3/4,2,65,0
C5,0.25,3/4,2,65,0
D5,0.25,3/4,2,65,0
E♭5,0.25,3/4,2,65,0
F5,0.25,3/4,2,65,0
D5,0.25,3/4,2,65,0
E♭5,0.25,3/4,2,65,0
F5,0.25,3/4,2,65,0
E♭4,0.5,3/4,2,66,0
G5,0.5,3/4,2,66,0
D4,0.5,3/4,2,66,0
F5,0.5,3/4,2,66,0
G4,0.5,3/4,2,66,0
B♭5,0.5,3/4,2,66,0
F4,0.5,3/4,2,67,0
A5,0.5,3/4,2,67,0
A4,0.5,3/4,2,67,0
E♭5,0.5,3/4,2,67,0
B♭4,0.5,3/4,2,67,0
D5,0.5,3/4,2,67,0
E♭4,0.5,3/4,2,68,0
C5,0.5,3/4,2,68,0
D4,0.5,3/4,2,68,0
B♭4,0.5,3/4,2,68,0
F4,0.5,3/4,2,68,0
A4,0.5,3/4,2,68,0
B♭4,1.0,3/4,2,69,0
0,1.0,3/4,2,69,0
0,1.0,3/4,2,69,0
0,0,0,x,x,.
F5,2.0,4/4,3,70,0
E♭5,0.25,4/4,3,70,0
F5,0.25,4/4,3,70,0
G5,0.5,4/4,3,70,0
F5,1.0,4/4,3,70,0
D5,1.0,4/4,3,71,0
C5,0.5,4/4,3,71,0
D5,0.5,4/4,3,71,0
E♭5,0.5,4/4,3,71,0
D5,0.5,4/4,3,71,0
C5,0.5,4/4,3,71,0
D5,0.5,4/4,3,71,0
B♭4,1.0,4/4,3,72,0
F4,1.0,4/4,3,72,0
B♭4,0.5,4/4,3,72,0
C5,0.25,4/4,3,72,0
D5,0.25,4/4,3,72,0
C5,0.5,4/4,3,72,0
D5,0.25,4/4,3,72,0
E♭5,0.25,4/4,3,72,0
D5,1.0,4/4,3,73,0
C5,1.0,4/4,3,73,0
0,2.0,4/4,3,73,0
B♭4,1.0,4/4,3,74,0
F4,1.0,4/4,3,74,0
B♭4,0.5,4/4,3,74,0
C5,0.25,4/4,3,74,0
D5,0.25,4/4,3,74,0
C5,0.5,4/4,3,74,0
D5,0.25,4/4,3,74,0
E♭5,0.25,4/4,3,74,0
D5,1.0,4/4,3,75,0
C5,1.0,4/4,3,75,0
0,2.0,4/4,3,75,0
F5,2.0,4/4,3,76,0
E♭5,0.25,4/4,3,76,0
F5,0.25,4/4,3,76,0
G5,0.5,4/4,3,76,0
F5,1.0,4/4,3,76,0
D5,1.0,4/4,3,77,0
C5,0.5,4/4,3,77,0
D5,0.5,4/4,3,77,0
E♭5,0.5,4/4,3,77,0
D5,0.5,4/4,3,77,0
C5,0.5,4/4,3,77,0
D5,0.5,4/4,3,77,0
B♭4,1.0,4/4,3,78,0
F4,1.0,4/4,3,78,0
F5,1.0,4/4,3,78,0
B♭4,1.0,4/4,3,78,0
B♭5,1.0,4/4,3,79,0
A5,0.5,4/4,3,79,0
G5,0.5,4/4,3,79,0
F5,0.5,4/4,3,79,0
E♭5,0.5,4/4,3,79,0
D5,0.5,4/4,3,79,0
C5,0.5,4/4,3,79,0
B♭5,1.0,4/4,3,80,0
B♭4,1.0,4/4,3,80,0
D5,0.5,4/4,3,80,0
C5,0.5,4/4,3,80,0
B♭4,0.5,4/4,3,80,0
A4,0.5,4/4,3,80,0
B♭4,2.0,4/4,3,81,0
0,2.0,4/4,3,81,0
F5,2.0,4/4,3,70,1
E♭5,0.25,4/4,3,70,1
F5,0.25,4/4,3,70,1
G5,0.5,4/4,3,70,1
F5,1.0,4/4,3,70,1
D5,1.0,4/4,3,71,1
C5,0.5,4/4,3,71,1
D5,0.5,4/4,3,71,1
E♭5,0.5,4/4,3,71,1
D5,0.5,4/4,3,71,1
C5,0.5,4/4,3,71,1
D5,0.5,4/4,3,71,1
B♭4,1.0,4/4,3,72,1
F4,1.0,4/4,3,72,1
B♭4,0.5,4/4,3,72,1
C5,0.25,4/4,3,72,1
D5,0.25,4/4,3,72,1
C5,0.5,4/4,3,72,1
D5,0.25,4/4,3,72,1
E♭5,0.25,4/4,3,72,1
D5,1.0,4/4,3,73,1
C5,1.0,4/4,3,73,1
0,2.0,4/4,3,73,1
B♭4,1.0,4/4,3,74,1
F4,1.0,4/4,3,74,1
B♭4,0.5,4/4,3,74,1
C5,0.25,4/4,3,74,1
D5,0.25,4/4,3,74,1
C5,0.5,4/4,3,74,1
D5,0.25,4/4,3,74,1
E♭5,0.25,4/4,3,74,1
D5,1.0,4/4,3,75,1
C5,1.0,4/4,3,75,1
0,2.0,4/4,3,75,1
F5,2.0,4/4,3,76,1
E♭5,0.25,4/4,3,76,1
F5,0.25,4/4,3,76,1
G5,0.5,4/4,3,76,1
F5,1.0,4/4,3,76,1
D5,1.0,4/4,3,77,1
C5,0.5,4/4,3,77,1
D5,0.5,4/4,3,77,1
E♭5,0.5,4/4,3,77,1
D5,0.5,4/4,3,77,1
C5,0.5,4/4,3,77,1
D5,0.5,4/4,3,77,1
B♭4,1.0,4/4,3,78,1
F4,1.0,4/4,3,78,1
F5,1.0,4/4,3,78,1
B♭4,1.0,4/4,3,78,1
B♭5,1.0,4/4,3,79,1
A5,0.5,4/4,3,79,1
G5,0.5,4/4,3,79,1
F5,0.5,4/4,3,79,1
E♭5,0.5,4/4,3,79,1
D5,0.5,4/4,3,79,1
C5,0.5,4/4,3,79,1
B♭5,1.0,4/4,3,80,1
B♭4,1.0,4/4,3,80,1
D5,0.5,4/4,3,80,1
C5,0.5,4/4,3,80,1
B♭4,0.5,4/4,3,80,1
A4,0.5,4/4,3,80,1
B♭4,2.0,4/4,3,81,1
0,2.0,4/4,3,81,1
D5,2.0,4/4,3,82,0
C5,0.25,4/4,3,82,0
D5,0.25,4/4,3,82,0
E♭5,0.5,4/4,3,82,0
D5,1.0,4/4,3,82,0
G5,1.0,4/4,3,83,0
F♯5,0.5,4/4,3,83,0
G5,0.5,4/4,3,83,0
A5,0.5,4/4,3,83,0
G5,0.5,4/4,3,83,0
F♯5,0.5,4/4,3,83,0
G5,0.5,4/4,3,83,0
D5,2.0,4/4,3,84,0
C5,0.25,4/4,3,84,0
D5,0.25,4/4,3,84,0
E♭5,0.5,4/4,3,84,0
D5,1.0,4/4,3,84,0
B♭5,1.0,4/4,3,85,0
A5,1.0,4/4,3,85,0
0,2.0,4/4,3,85,0
B♭5,1.0,4/4,3,86,0
G4,0.5,4/4,3,86,0
F4,0.5,4/4,3,86,0
E4,1.0,4/4,3,86,0
B♭5,1.0,4/4,3,86,0
A5,1.0,4/4,3,87,0
F4,0.5,4/4,3,87,0
E4,0.5,4/4,3,87,0
D4,1.0,4/4,3,87,0
F5,1.0,4/4,3,87,0
E5,1.0,4/4,3,88,0
F5,0.5,4/4,3,88,0
D5,0.5,4/4,3,88,0
F5,0.5,4/4,3,88,0
E5,0.5,4/4,3,88,0
D5,0.5,4/4,3,88,0
C♯5,0.5,4/4,3,88,0
D5,0.5,4/4,3,89,0
F5,0.5,4/4,3,89,0
E♭5,0.5,4/4,3,89,0
D5,0.5,4/4,3,89,0
E♭5,0.5,4/4,3,89,0
D5,0.5,4/4,3,89,0
C5,0.5,4/4,3,89,0
B4,0.5,4/4,3,89,0
C5,0.5,4/4,3,90,0
E♭5,0.5,4/4,3,90,0
G5,2.0,4/4,3,90,0
F5,1.0,4/4,3,90,0
A4,1.0,4/4,3,91,0
B♭4,1.0,4/4,3,91,0
0,2.0,4/4,3,91,0
C5,0.5,4/4,3,92,0
E♭5,0.5,4/4,3,92,0
G5,2.0,4/4,3,92,0
F5,1.0,4/4,3,92,0
A4,1.0,4/4,3,93,0
B♭4,1.0,4/4,3,93,0
0,2.0,4/4,3,93,0
E♭5,0.5,4/4,3,94,0
F5,0.5,4/4,3,94,0
E♭5,0.5,4/4,3,94,0
C5,0.5,4/4,3,94,0
D5,0.5,4/4,3,94,0
E♭5,0.5,4/4,3,94,0
D5,0.5,4/4,3,94,0
B♭4,0.5,4/4,3,94,0
C5,0.5,4/4,3,95,0
D5,0.5,4/4,3,95,0
C5,0.5,4/4,3,95,0
A4,0.5,4/4,3,95,0
B♭4,1.0,4/4,3,95,0
F5,1.0,4/4,3,95,0
D5,1.0,4/4,3,96,0
C5,0.5,4/4,3,96,0
D5,0.5,4/4,3,96,0
E♭5,0.5,4/4,3,96,0
D5,0.5,4/4,3,96,0
C5,0.5,4/4,3,96,0
B♭4,0.5,4/4,3,96,0
A4,0.5,4/4,3,97,0
F4,0.5,4/4,3,97,0
G4,0.5,4/4,3,97,0
A4,0.5,4/4,3,97,0
B♭4,0.5,4/4,3,97,0
C5,0.5,4/4,3,97,0
D5,0.5,4/4,3,97,0
E♭5,0.5,4/4,3,97,0
F5,2.0,4/4,3,70,2
E♭5,0.25,4/4,3,70,2
F5,0.25,4/4,3,70,2
G5,0.5,4/4,3,70,2
F5,1.0,4/4,3,70,2
D5,1.0,4/4,3,71,2
C5,0.5,4/4,3,71,2
D5,0.5,4/4,3,71,2
E♭5,0.5,4/4,3,71,2
D5,0.5,4/4,3,71,2
C5,0.5,4/4,3,71,2
D5,0.5,4/4,3,71,2
B♭4,1.0,4/4,3,72,2
F4,1.0,4/4,3,72,2
B♭4,0.5,4/4,3,72,2
C5,0.25,4/4,3,72,2
D5,0.25,4/4,3,72,2
C5,0.5,4/4,3,72,2
D5,0.25,4/4,3,72,2
E♭5,0.25,4/4,3,72,2
D5,1.0,4/4,3,73,2
C5,1.0,4/4,3,73,2
0,2.0,4/4,3,73,2
B♭4,1.0,4/4,3,74,2
F4,1.0,4/4,3,74,2
B♭4,0.5,4/4,3,74,2
C5,0.25,4/4,3,74,2
